,id,date,speed,date1,t_date,t_time,holiday,daybefore,is_weekend,pressure,weather1,temper,weather2,weather3,wet,cloud,rain,weather4,weather5,wind,weekday
62,62,3/1/2017 14:00,20.2138749,2017/1/3 14:00,2017/1/3,14:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
63,63,3/1/2017 15:00,18.05015491,2017/1/3 15:00,2017/1/3,15:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
64,64,3/1/2017 16:00,23.04990915,2017/1/3 16:00,2017/1/3,16:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
65,65,3/1/2017 17:00,20.7917376,2017/1/3 17:00,2017/1/3,17:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
66,66,3/1/2017 18:00,14.15768031,2017/1/3 18:00,2017/1/3,18:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
67,67,3/1/2017 19:00,24.53891079,2017/1/3 19:00,2017/1/3,19:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
68,68,3/1/2017 20:00,37.97752767,2017/1/3 20:00,2017/1/3,20:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
69,69,3/1/2017 21:00,45.28052513,2017/1/3 21:00,2017/1/3,21:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
70,70,3/1/2017 22:00,43.53418423,2017/1/3 22:00,2017/1/3,22:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
71,71,3/1/2017 23:00,47.21748539,2017/1/3 23:00,2017/1/3,23:00:00,0,0,0,1019.8,21.3,20,18.9,17.1,83,56,0,3.8,70,26.1,2
72,72,4/1/2017 0:00,48.15083185,2017/1/4 0:00,2017/1/4,0:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
73,73,4/1/2017 1:00,48.88211979,2017/1/4 1:00,2017/1/4,1:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
74,74,4/1/2017 2:00,48.57938307,2017/1/4 2:00,2017/1/4,2:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
75,75,4/1/2017 3:00,49.31266229,2017/1/4 3:00,2017/1/4,3:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
76,76,4/1/2017 4:00,48.53270165,2017/1/4 4:00,2017/1/4,4:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
77,77,4/1/2017 5:00,47.82392182,2017/1/4 5:00,2017/1/4,5:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
78,78,4/1/2017 6:00,44.23551564,2017/1/4 6:00,2017/1/4,6:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
79,79,4/1/2017 7:00,33.12359077,2017/1/4 7:00,2017/1/4,7:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
80,80,4/1/2017 8:00,15.84481526,2017/1/4 8:00,2017/1/4,8:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
81,81,4/1/2017 9:00,17.64144179,2017/1/4 9:00,2017/1/4,9:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
82,82,4/1/2017 10:00,35.16115116,2017/1/4 10:00,2017/1/4,10:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
83,83,4/1/2017 11:00,22.56581734,2017/1/4 11:00,2017/1/4,11:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
84,84,4/1/2017 12:00,21.0637633,2017/1/4 12:00,2017/1/4,12:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
85,85,4/1/2017 13:00,22.21272986,2017/1/4 13:00,2017/1/4,13:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
86,86,4/1/2017 14:00,18.82801387,2017/1/4 14:00,2017/1/4,14:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
87,87,4/1/2017 15:00,25.66608147,2017/1/4 15:00,2017/1/4,15:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
88,88,4/1/2017 16:00,20.4252902,2017/1/4 16:00,2017/1/4,16:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
89,89,4/1/2017 17:00,14.05252592,2017/1/4 17:00,2017/1/4,17:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
90,90,4/1/2017 18:00,9.147401141,2017/1/4 18:00,2017/1/4,18:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
91,91,4/1/2017 19:00,19.02442385,2017/1/4 19:00,2017/1/4,19:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
92,92,4/1/2017 20:00,38.24235869,2017/1/4 20:00,2017/1/4,20:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
93,93,4/1/2017 21:00,45.15144992,2017/1/4 21:00,2017/1/4,21:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
94,94,4/1/2017 22:00,43.42681956,2017/1/4 22:00,2017/1/4,22:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
95,95,4/1/2017 23:00,46.23516395,2017/1/4 23:00,2017/1/4,23:00:00,0,0,0,1018.7,21.7,19.9,18.7,16.3,80,51,0,6.3,70,27.7,3
96,96,5/1/2017 0:00,47.62054959,2017/1/5 0:00,2017/1/5,0:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
97,97,5/1/2017 1:00,49.33885926,2017/1/5 1:00,2017/1/5,1:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
98,98,5/1/2017 2:00,47.11688238,2017/1/5 2:00,2017/1/5,2:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
99,99,5/1/2017 3:00,49.39724077,2017/1/5 3:00,2017/1/5,3:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
100,100,5/1/2017 4:00,48.08730374,2017/1/5 4:00,2017/1/5,4:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
101,101,5/1/2017 5:00,47.36046548,2017/1/5 5:00,2017/1/5,5:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
102,102,5/1/2017 6:00,44.20018536,2017/1/5 6:00,2017/1/5,6:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
103,103,5/1/2017 7:00,31.60134478,2017/1/5 7:00,2017/1/5,7:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
104,104,5/1/2017 8:00,16.46517421,2017/1/5 8:00,2017/1/5,8:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
105,105,5/1/2017 9:00,17.96875426,2017/1/5 9:00,2017/1/5,9:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
106,106,5/1/2017 10:00,25.75849717,2017/1/5 10:00,2017/1/5,10:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
107,107,5/1/2017 11:00,20.21677059,2017/1/5 11:00,2017/1/5,11:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
108,108,5/1/2017 12:00,15.45068766,2017/1/5 12:00,2017/1/5,12:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
109,109,5/1/2017 13:00,24.11887946,2017/1/5 13:00,2017/1/5,13:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
110,110,5/1/2017 14:00,18.52166955,2017/1/5 14:00,2017/1/5,14:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
111,111,5/1/2017 15:00,16.46450885,2017/1/5 15:00,2017/1/5,15:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
112,112,5/1/2017 16:00,18.17705224,2017/1/5 16:00,2017/1/5,16:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
113,113,5/1/2017 17:00,18.76415651,2017/1/5 17:00,2017/1/5,17:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
114,114,5/1/2017 18:00,12.73023552,2017/1/5 18:00,2017/1/5,18:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
115,115,5/1/2017 19:00,27.26244377,2017/1/5 19:00,2017/1/5,19:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
116,116,5/1/2017 20:00,39.24596273,2017/1/5 20:00,2017/1/5,20:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
117,117,5/1/2017 21:00,46.42862783,2017/1/5 21:00,2017/1/5,21:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
118,118,5/1/2017 22:00,41.54884046,2017/1/5 22:00,2017/1/5,22:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
119,119,5/1/2017 23:00,46.01634705,2017/1/5 23:00,2017/1/5,23:00:00,0,0,0,1016.9,23.4,21.1,18.9,17.5,80,61,0,1.7,40,14.3,4
120,120,6/1/2017 0:00,48.24098615,2017/1/6 0:00,2017/1/6,0:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
121,121,6/1/2017 1:00,49.06677181,2017/1/6 1:00,2017/1/6,1:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
122,122,6/1/2017 2:00,49.18225728,2017/1/6 2:00,2017/1/6,2:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
123,123,6/1/2017 3:00,48.76311408,2017/1/6 3:00,2017/1/6,3:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
124,124,6/1/2017 4:00,46.94342278,2017/1/6 4:00,2017/1/6,4:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
125,125,6/1/2017 5:00,45.73259343,2017/1/6 5:00,2017/1/6,5:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
126,126,6/1/2017 6:00,42.42713524,2017/1/6 6:00,2017/1/6,6:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
127,127,6/1/2017 7:00,23.34866211,2017/1/6 7:00,2017/1/6,7:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
128,128,6/1/2017 8:00,12.19279364,2017/1/6 8:00,2017/1/6,8:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
129,129,6/1/2017 9:00,22.46146723,2017/1/6 9:00,2017/1/6,9:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
130,130,6/1/2017 10:00,19.90455086,2017/1/6 10:00,2017/1/6,10:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
131,131,6/1/2017 11:00,17.88062449,2017/1/6 11:00,2017/1/6,11:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
132,132,6/1/2017 12:00,19.31316377,2017/1/6 12:00,2017/1/6,12:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
133,133,6/1/2017 13:00,22.07041128,2017/1/6 13:00,2017/1/6,13:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
134,134,6/1/2017 14:00,19.32455974,2017/1/6 14:00,2017/1/6,14:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
135,135,6/1/2017 15:00,15.4648349,2017/1/6 15:00,2017/1/6,15:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
136,136,6/1/2017 16:00,15.49305212,2017/1/6 16:00,2017/1/6,16:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
137,137,6/1/2017 17:00,7.410663009,2017/1/6 17:00,2017/1/6,17:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
138,138,6/1/2017 18:00,10.70230315,2017/1/6 18:00,2017/1/6,18:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
139,139,6/1/2017 19:00,10.6378703,2017/1/6 19:00,2017/1/6,19:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
140,140,6/1/2017 20:00,22.30837393,2017/1/6 20:00,2017/1/6,20:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
141,141,6/1/2017 21:00,45.55106337,2017/1/6 21:00,2017/1/6,21:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
142,142,6/1/2017 22:00,37.8408453,2017/1/6 22:00,2017/1/6,22:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
143,143,6/1/2017 23:00,37.79109996,2017/1/6 23:00,2017/1/6,23:00:00,0,0,0,1015.1,25,21.6,19.7,17.8,80,43,0,9.1,40,20,5
144,144,7/1/2017 0:00,50.40111545,2017/1/7 0:00,2017/1/7,0:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
145,145,7/1/2017 1:00,48.18210878,2017/1/7 1:00,2017/1/7,1:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
146,146,7/1/2017 2:00,47.82869486,2017/1/7 2:00,2017/1/7,2:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
147,147,7/1/2017 3:00,48.92904872,2017/1/7 3:00,2017/1/7,3:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
148,148,7/1/2017 4:00,49.85827567,2017/1/7 4:00,2017/1/7,4:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
149,149,7/1/2017 5:00,47.75283863,2017/1/7 5:00,2017/1/7,5:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
150,150,7/1/2017 6:00,49.54772466,2017/1/7 6:00,2017/1/7,6:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
151,151,7/1/2017 7:00,40.14849512,2017/1/7 7:00,2017/1/7,7:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
152,152,7/1/2017 8:00,22.20200041,2017/1/7 8:00,2017/1/7,8:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
153,153,7/1/2017 9:00,22.46809181,2017/1/7 9:00,2017/1/7,9:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
154,154,7/1/2017 10:00,25.90171759,2017/1/7 10:00,2017/1/7,10:00:00,0,0,1,1013.9,22.8,21.1,19.7,17.3,79,68,0,7.3,60,20.8,6
